slug,displayName,email,website,teamType,serviceModel,heroImage,logoUrl,teamImage,pricesFound,socialsFound,status,missing
md-biuro-rachunkowe-ma-gorzata-dudziak,Md Biuro Rachunkowe Małgorzata Dudziak,malgorzata@md-biurorachunkowe.com,https://md-biurorachunkowe.com,wieloosobowe,stacjonarnie,"https://static.wixstatic.com/media/cfdc16074caf46c9b84dd58ff3eca864.jpg/v1/fill/w_940,h_440,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/klawiatura.jpg",,"https://static.wixstatic.com/media/cfdc16074caf46c9b84dd58ff3eca864.jpg/v1/fill/w_940,h_440,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/klawiatura.jpg",7,yes,needs_review,logo
mega-lex-corp,Mega Lex Corp,kontakt@megalex.pl,https://megalex.pl,jednoosobowe,stacjonarnie,https://megalex.pl/_next/static/chunks/images/content/48e04091-bc26-407b-8198-faedfc4546fa_1920.jpg,https://megalex.pl/assets/logo.webp,https://megalex.pl/_next/static/chunks/images/content/48e04091-bc26-407b-8198-faedfc4546fa_1920.jpg,1,no,needs_review,socials
nowypit-pl-biuro-prawno-rachunkowe,Nowypit.pl Biuro Prawno Rachunkowe,biuro@nowypit.pl,https://nowypit.pl,wieloosobowe,stacjonarnie,https://nowypit.pl/wp-content/uploads/2025/09/Lekarz-KSeF.png,https://nowypit.pl/wp-content/uploads/2024/12/logo-nowy-pit.png,https://nowypit.pl/wp-content/uploads/2025/09/Lekarz-KSeF.png,1,no,needs_review,socials
pietkun-kancelaria-rachunkowa,Pietkun Kancelaria Rachunkowa,sekretariat@pietkunkancelaria.pl,https://pietkunkancelaria.pl,wieloosobowe,hybrydowo,https://pietkunkancelaria.pl/wp-content/uploads/2021/12/pexels-fauxels-1024x682.jpg,https://pietkunkancelaria.pl/wp-content/uploads/2022/05/logo.svg,https://pietkunkancelaria.pl/wp-content/uploads/2022/05/kancelaria-min.png,1,no,needs_review,socials
profit-biuro-rachunkowe,Profit. Biuro rachunkowe,biuro@profitrachunki.pl,https://profitrachunki.pl,jednoosobowe,stacjonarnie,http://www.profitrachunki.pl/images/start_image_gora.png,http://www.profitrachunki.pl/images/logoh_biuro_rachunkowe_PROFIT.png,http://www.profitrachunki.pl/images/start_image_gora.png,8,no,needs_review,socials
spectrum-biuro-rachunkowe,Spectrum Biuro Rachunkowe,kontakt@biuro-spectrum.pl,https://biuro-spectrum.pl,wieloosobowe,stacjonarnie,https://biuro-spectrum.pl/wp-content/uploads/2025/02/kontakt-Edyta1-1.jpg,https://biuro-spectrum.pl/wp-content/uploads/2025/02/logo.png,https://biuro-spectrum.pl/wp-content/uploads/2025/02/kontakt-Edyta1-1.jpg,3,no,needs_review,socials
taxodus-biuro-ksiegowe-poznan-awica-biuro-rachunkowe,Taxodus Biuro Księgowe Poznań Ławica Biuro Rachunkowe,sekretariat@taxodus.pl,https://taxodus.pl,wieloosobowe,stacjonarnie,https://taxodus.pl/images/ksiegowosc-poziom.jpg,https://taxodus.pl/images/kancelaria-taxodus-logo.png,https://taxodus.pl/images/ksiegowosc-poziom.jpg,1,no,needs_review,socials
vespa-biuro-rachunkowe,VESPA Biuro Rachunkowe,biuro@ksiegowepoznan.pl,https://ksiegowepoznan.pl,wieloosobowe,stacjonarnie,https://www.ksiegowepoznan.pl/grafika/baner/baner_4.jpg,https://www.ksiegowepoznan.pl/grafika/s_logo1.jpg,https://www.ksiegowepoznan.pl/grafika/baner/baner_4.jpg,1,no,needs_review,socials
wikom-biuro-rachunkowe,Wikom Biuro Rachunkowe,wikom@wikombiuro.pl,https://wikombiuro.pl,wieloosobowe,hybrydowo,https://wikombiuro.pl/wp-content/uploads/2021/12/adam-foto.webp,https://wikombiuro.pl/wp-content/uploads/2021/08/LOGO.svg,https://wikombiuro.pl/wp-content/uploads/2021/12/adam-foto.webp,2,no,needs_review,socials
amida-biuro-rachunkowe,AMIDA. Biuro rachunkowe,kontakt@biurorachunkowe-amida.pl,https://biurorachunkowe-amida.pl,wieloosobowe,stacjonarnie,https://biurorachunkowe-amida.pl/wp-content/uploads/2016/12/slide-1260x0.jpg,https://biurorachunkowe-amida.pl/wp-content/uploads/2016/12/cropped-amida-logo2.png,https://biurorachunkowe-amida.pl/wp-content/uploads/2016/12/slide-1260x0.jpg,0,no,needs_review,"pricing,socials"
ascs-consulting-biuro-rachunkowe,ASCS-Consulting Biuro Rachunkowe,biuro@ascs-consulting.pl,https://ascs-consulting.pl,nieokreslone,hybrydowo,"https://static.wixstatic.com/media/69bb05_21a061d322ba4f778cc9f8509df95a1c~mv2.jpg/v1/crop/x_14,y_212,w_5702,h_2172/fill/w_812,h_296,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ASCS-consulting-biuro-rachunkowe-poznan-min.jpg",,"https://static.wixstatic.com/media/69bb05_b1f9d69f69fe40c5ad4a9de7b1ad7017~mv2.jpg/v1/fill/w_688,h_300,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/69bb05_b1f9d69f69fe40c5ad4a9de7b1ad7017~mv2.jpg",1,yes,needs_review,"logo,team_type"
biuro-ksiegowe,BIURO KSIĘGOWE,biuro@ksiegowo.com.pl,https://ksiegowo.com.pl,nieokreslone,stacjonarnie,https://ksiegowo.com.pl/wp-content/uploads/2016/08/slajd1-1280x500.jpg,https://ksiegowo.com.pl/wp-content/uploads/2016/08/logo-B2-małe-sepia.jpg,https://ksiegowo.com.pl/wp-content/uploads/2016/08/slajd1-1280x500.jpg,0,yes,needs_review,"team_type,pricing"
biuro-prawno-rachunkowe-maciej-skorupinski,Biuro Prawno-Rachunkowe Maciej Skorupiński,biuro@skorupinski.pl,https://skorupinski.pl,wieloosobowe,hybrydowo,https://skorupinski.pl/wp-content/uploads/bprs-zdjecie-oferta-1024x601.png,https://skorupinski.pl/wp-content/uploads/BPR-Skorupinski-logo-RGB_white.png,https://skorupinski.pl/wp-content/uploads/bprs-zdjecie-oferta-1024x601.png,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-2,Biuro rachunkowe,lucyna@lkprogres.pl,https://lkprogres.pl,wieloosobowe,stacjonarnie,https://www.lkprogres.pl/images/design/obslugamatz.webp,https://www.lkprogres.pl/images/design/logo-2.webp,https://www.lkprogres.pl/images/design/obslugamatz.webp,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-adler,Biuro rachunkowe Adler,info@biuroadler.pl,https://biuroadler.pl,wieloosobowe,stacjonarnie,https://biuroadler.pl/wp-content/uploads/2024/06/biuro-rachunkowe-3.jpg,https://biuroadler.pl/wp-content/uploads/2024/04/logo.svg,https://biuroadler.pl/wp-content/uploads/2024/07/uslugi-ksiegowe-5.jpg,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-agnieszka-miskiewicz,Biuro Rachunkowe Agnieszka Miśkiewicz,biuro@br-miskiewicz.pl,https://br-miskiewicz.pl,jednoosobowe,stacjonarnie,https://br-miskiewicz.pl/img/favo.png,https://br-miskiewicz.pl/img/logo-2.png,https://br-miskiewicz.pl/img/favo.png,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-algor,Biuro Rachunkowe Algor,biuro@algor-podatki.pl,https://algor-podatki.pl,wieloosobowe,stacjonarnie,https://algor-podatki.pl/images/ksi_bg.jpg,https://algor-podatki.pl/images/algor_logo.png,https://algor-podatki.pl/images/ksi_bg.jpg,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-aneta-milewska-koz-owska-ksiegowosc-us-ugi-ksiegowe,Biuro Rachunkowe Aneta Milewska- Kozłowska Księgowość Usługi Księgowe,info@biurorachunkowemilewska.pl,https://biurorachunkowemilewska.pl,wieloosobowe,stacjonarnie,https://biurorachunkowemilewska.pl/images/2025/12/08/dsc_1505.jpg,https://biurorachunkowemilewska.pl/images/LOGO/logo-bez-tla-napis2.png,https://biurorachunkowemilewska.pl/images/2025/12/08/dsc_1505.jpg,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-b-b-i,Biuro Rachunkowe B&B I,bb.poznan.pl@gmail.com,https://biuro-bb.pl,wieloosobowe,stacjonarnie,https://biuro-bb.pl/images/design/content-kompleksowa-obsluga-ksiegowa.webp,https://biuro-bb.pl/images/design/logo.webp,https://biuro-bb.pl/images/design/content-kompleksowa-obsluga-ksiegowa.webp,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-consulting-tax-sp-z-o-o,Biuro Rachunkowe CONSULTING-TAX sp. z o.o,biuro@consulting-tax.com,https://consulting-tax.com,wieloosobowe,stacjonarnie,https://consulting-tax.com/wp-content/uploads/2024/03/tax-1.png,https://consulting-tax.com/wp-content/uploads/2024/03/Logo-Consulting-TAX.png,https://consulting-tax.com/wp-content/uploads/2024/03/tax-1.png,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-dino,Biuro Rachunkowe Dino,dino@dino.poznan.pl,https://dino.poznan.pl,wieloosobowe,stacjonarnie,https://dino.poznan.pl/images/tlo2.png,https://dino.poznan.pl/images/logo10.svg,https://dino.poznan.pl/images/tlo2.png,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-gama-izabela-mitkowska,Biuro Rachunkowe GAMA Izabela Mitkowska,biuro@gama-rachunkowosc.pl,https://gama-rachunkowosc.pl,jednoosobowe,stacjonarnie,https://gama-rachunkowosc.pl/wp-content/uploads/2021/08/gama_o_firmie_img1-e1424103631318.jpg,https://gama-rachunkowosc.pl/wp-content/uploads/2021/08/gama_logo-1.png,https://gama-rachunkowosc.pl/wp-content/uploads/2021/08/gama_o_firmie_img1-e1424103631318.jpg,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-kmt-finance,Biuro Rachunkowe KMT Finance,office@kmtfinance.pl,https://kmtfinance.pl,wieloosobowe,hybrydowo,https://kmtfinance.pl/wp-content/uploads/2025/03/zdjecie-4.png,https://kmtfinance.pl/wp-content/uploads/2025/04/logo-2.png,https://kmtfinance.pl/wp-content/uploads/2025/03/zdjecie-4.png,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-krzysztof-bejgerowski,Biuro Rachunkowe Krzysztof Bejgerowski,biuro@brkb.pl,https://brkb.pl,wieloosobowe,stacjonarnie,https://brkb.pl/wp-content/uploads/2021/08/czlowiek-z-dlugopisem.jpg,https://brkb.pl/wp-content/uploads/2021/08/logo-1.png,https://brkb.pl/wp-content/uploads/2021/08/czlowiek-z-dlugopisem.jpg,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-mm-accounting-sp-z-o-o,Biuro Rachunkowe MM Accounting Sp. z o.o,biuro@mm-accounting.pl,https://mm-accounting.pl,wieloosobowe,stacjonarnie,https://mm-accounting.pl/wp-content/uploads/2009/11/photo_9265_20091029-300x225.jpg,http://mm-accounting.pl/wp-content/uploads/2025/02/cropped-logo_tablica-1.jpg,https://mm-accounting.pl/wp-content/uploads/2009/11/photo_9265_20091029-300x225.jpg,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-molard,Biuro rachunkowe MOLARD,biuro@molard.pl,https://molard.pl,nieokreslone,hybrydowo,https://molard.pl/wp-content/uploads/2025/12/office-620822_1280-1024x680.jpg,https://molard.pl/wp-content/uploads/2025/12/cropped-Molard-br-logo-transparent-319x100.png,https://molard.pl/wp-content/uploads/2025/12/bookkeeping-615384_1280.jpg,3,no,needs_review,"team_type,socials"
biuro-rachunkowe-ms-monika-stefaniak-poznan,Biuro Rachunkowe MS Monika Stefaniak Poznań,msbiurostefaniak@gmail.com,https://biurorachunkowems.pl,jednoosobowe,stacjonarnie,https://biurorachunkowems.pl/images/design/visual-a.webp,https://biurorachunkowems.pl/images/design/logo.webp,https://biurorachunkowems.pl/images/design/visual-a.webp,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-natalia-wanat,Biuro Rachunkowe Natalia Wanat,natalia@ksiegowosc-wanat.com,https://ksiegowosc-wanat.com,jednoosobowe,stacjonarnie,"https://static.wixstatic.com/media/11062b_fc9c95ad7e20472ca5b659bd7bc733f1f000.jpg/v1/fill/w_112,h_63,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_fc9c95ad7e20472ca5b659bd7bc733f1f000.jpg",,https://www.ksiegowosc-wanat.com/media/cc1942_20b71a99ad6649829ddc0721b53c5300%7Emv2.jpg,0,yes,needs_review,"logo,pricing"
biuro-rachunkowe-pit,Biuro Rachunkowe PIT,biuro@pitbiuro.pl,https://pitbiuro.pl,nieokreslone,stacjonarnie,https://pitbiuro.pl/assets/images/mail.png,https://pitbiuro.pl/assets/images/pit-biuro-logotyp.png,https://pitbiuro.pl/assets/images/mail.png,7,no,needs_review,"team_type,socials"
biuro-rachunkowe-poznan-noblesse,Biuro Rachunkowe Poznań Noblesse,biuro@noblesse.com.pl,https://noblesse.com.pl,wieloosobowe,stacjonarnie,https://noblesse.com.pl/wp-content/uploads/2021/11/3-Kancelaria-Noblesse-Biuro-Rachunkowe-Poznan-Warszawa-768x520.jpg,https://noblesse.com.pl/wp-content/uploads/2021/09/cropped-cropped-LOGO-NOBLESSE.png,https://noblesse.com.pl/wp-content/uploads/2022/02/Trojkat-Uslugi-ksiegowe-kancelaria-poznan-862x1024.png,0,no,needs_review,"pricing,socials"
biuro-rachunkowe-poznan-nowoczesne-systemy-finansowe,Biuro rachunkowe Poznań Nowoczesne Systemy Finansowe,lukasz.biernat@nsf.com.pl,https://nsf.com.pl,wieloosobowe,hybrydowo,https://nsf.com.pl/wp-content/uploads/2021/12/xoffice-work-g9ba3a6c31_1920-1024x688.jpg.pagespeed.ic.TlYAwQW7PT.jpg,https://cdn.trustindex.io/assets/platform/Google/logo.svg,https://nsf.com.pl/wp-content/uploads/2021/11/xphoto_home.png.pagespeed.ic.1ijRjCn1zT.jpg,0,no,needs_review,"pricing,socials"
bras7-pl-biuro-rachunkowe,bras7.pl Biuro Rachunkowe,biuro.rachunkowe.sniatkowski@bras7.pl,https://bras7.pl,wieloosobowe,stacjonarnie,https://www.bras7.pl/grafika/biurorachunkowe.png,,https://www.bras7.pl/grafika/biurorachunkowe.png,4,no,needs_review,"logo,socials"
fineko-accounting-poznan,Fineko. Accounting Poznan,kancelaria@fineko.com.pl,https://fineko.com.pl,jednoosobowe,stacjonarnie,/images/hero-accountant.jpg,https://www.fineko.com.pl/sites/all/themes/fineko/images/fineko-logo.png,,4,yes,needs_review,"hero_photo,team_photo"
grakon-sp-z-o-o,Grakon Sp. z o. o,biuro@grakon.com.pl,https://grakon.com.pl,jednoosobowe,stacjonarnie,http://grakon.com.pl/web/grakon/wp-content/uploads/2024/03/element_01.png,http://grakon.com.pl/web/grakon/wp-content/uploads/2024/03/Logo_Grakon.png,http://grakon.com.pl/web/grakon/wp-content/uploads/2024/03/element_01.png,0,no,needs_review,"pricing,socials"
jeske-magdalena-auditor-accounting-office,Jeske Magdalena auditor. accounting Office,magdalena.jeske@mjbiuro.pl,https://mjbiuro.pl,wieloosobowe,stacjonarnie,http://www.mjbiuro.pl/_layout/images/banner_magdalena_jeske.png,http://www.mjbiuro.pl/_layout/images/logo3.png,http://www.mjbiuro.pl/_layout/images/banner_magdalena_jeske.png,0,no,needs_review,"pricing,socials"
jp-joanna-niedworok-nowak,JP Joanna Niedworok-Nowak,biuro@ibiurorachunkowe.net,https://ibiurorachunkowe.net,wieloosobowe,stacjonarnie,https://ibiurorachunkowe.net/img/o-firmie.jpg,https://ibiurorachunkowe.net/img/logo.png,https://ibiurorachunkowe.net/img/o-firmie.jpg,0,no,needs_review,"pricing,socials"
kancelaria-laurus-sp-z-o-o,Kancelaria Laurus sp. z o.o,biuro@laurus.poznan.pl,https://laurus.poznan.pl,wieloosobowe,hybrydowo,https://laurus.poznan.pl/img/flag/United-Kingdom.png,https://laurus.poznan.pl/img/logo.png,https://laurus.poznan.pl/img/flag/United-Kingdom.png,0,no,needs_review,"pricing,socials"
katarzyna-burzynska,Katarzyna Burzyńska,biuro@obslugaspolek.pl,https://obslugaspolek.pl,jednoosobowe,stacjonarnie,https://obslugaspolek.pl/assets/img/cik-baner.png,,https://obslugaspolek.pl/assets/img/cik-baner.png,2,no,needs_review,"logo,socials"
ksiegowa-ewa-wojciechowska,Księgowa Ewa Wojciechowska,biuro@ksiegowa-sowa.pl,https://ksiegowa-sowa.pl,wieloosobowe,stacjonarnie,https://www.ksiegowa-sowa.pl/wp-content/uploads/2017/10/fotolia_92959736-1.jpg,,https://www.ksiegowa-sowa.pl/wp-content/uploads/2017/10/cik-300x300.jpg,2,no,needs_review,"logo,socials"
marta-sowa,Marta Sowa,biuro@ksiegowa-sowa.pl,https://ksiegowa-sowa.pl,wieloosobowe,stacjonarnie,https://www.ksiegowa-sowa.pl/wp-content/uploads/2017/10/fotolia_92959736-1.jpg,,https://www.ksiegowa-sowa.pl/wp-content/uploads/2017/10/cik-300x300.jpg,2,no,needs_review,"logo,socials"
renata-pempera-biuro-rachunkowe,Renata Pempera Biuro Rachunkowe,biuro@pempera.pl,https://pempera.pl,wieloosobowe,stacjonarnie,https://pempera.pl/images/design/kalkulator.png,https://pempera.pl/images/design/logo.png,https://pempera.pl/images/design/kalkulator.png,0,no,needs_review,"pricing,socials"
biuro-rachunkowe,Biuro Rachunkowe,biuro@podatkowezacisze.pl,https://podatkowezacisze.pl,wieloosobowe,stacjonarnie,/images/hero-accountant.jpg,https://www.podatkowezacisze.pl/images/vector_a_arrow_logo2.png,,1,no,needs_review,"hero_photo,team_photo,socials"
biuro-rachunkowe-merito-poznan,Biuro Rachunkowe Merito Poznań,kontakt@biuromerito.pl,https://biuromerito.pl,jednoosobowe,hybrydowo,https://biuromerito.pl/user/pages/01.home/01._hero/merito3.png,,https://biuromerito.pl/user/plugins/language-selector/flags/pl.png,0,no,needs_review,"logo,pricing,socials"
biuro-rachunkowe-mk-bilans,Biuro Rachunkowe MK-BILANS,kontakt@mkbilans.pl,https://mkbilans.pl,nieokreslone,stacjonarnie,https://mkbilans.pl/files/slider/big/137578272415200c74421c92133233597.jpg,,https://mkbilans.pl/files/slider/big/137578272415200c74421c92133233597.jpg,1,no,needs_review,"logo,team_type,socials"
biuro-rachunkowe-poznan-3,Biuro Rachunkowe Poznań,biuro@parkidea.pl,https://biurorachunkowepoznan.org,wieloosobowe,stacjonarnie,https://biurorachunkowepoznan.org/wp-content/themes/surya-chandra-lite/images/default-banner.jpg,,https://biurorachunkowepoznan.org/wp-content/uploads/2022/09/zalety-1.jpg,0,no,needs_review,"logo,pricing,socials"
biuro-rachunkowe-sodelis,Biuro Rachunkowe SODELIS,biuro@sodelis.pl,https://sodelis.pl,nieokreslone,stacjonarnie,https://sodelis.pl/wp-content/uploads/2023/05/left-arrow3-1-150x150.jpg,https://sodelis.pl/wp-content/uploads/2023/05/LOGO_kandelaria-doradztwa-gospodarczego-2.jpg,https://sodelis.pl/wp-content/uploads/2023/05/left-arrow3-1-150x150.jpg,0,no,needs_review,"team_type,pricing,socials"
centrum-us-ug-rachunkowych,Centrum Usług Rachunkowych,biuro@centrumrachunkowe.poznan.pl,https://centrumrachunkowe.poznan.pl,jednoosobowe,stacjonarnie,http://webkreator.trol.pl/webkreator/_users_dir//2378/files//baner_01.jpg,,http://centrumrachunkowe.poznan.pl/img/maska.png,0,no,needs_review,"logo,pricing,socials"
in-come-sp-z-o-o,IN.COME Sp. z o. o,bok@neofin.pl,https://in-come.pl,wieloosobowe,stacjonarnie,/images/hero-accountant.jpg,https://in-come.pl/assets/template_1/images/logo.png,,8,no,needs_review,"hero_photo,team_photo,socials"
ksiegowy-expert,Księgowy EXPERT,biuro@ksiegowyexpert.pl,https://ksiegowyexpert.pl,wieloosobowe,stacjonarnie,/images/hero-accountant.jpg,https://ksiegowyexpert.pl/images/xlogo.png.pagespeed.ic.F--E7-5g1k.png,https://ksiegowyexpert.pl/images/xlogo.png.pagespeed.ic.F--E7-5g1k.png,0,no,needs_review,"hero_photo,pricing,socials"
smctax,SmcTax,biuro@smctax.pl,https://smctax.pl,nieokreslone,stacjonarnie,https://www.smctax.pl/images/system-messages.jpg,,https://www.smctax.pl/images/system-messages.jpg,0,no,needs_review,"logo,team_type,pricing,socials"
zmarz-jolanta-biuro-rachunkowe,Zmarz Jolanta. Biuro rachunkowe,kontakt@xxl.pl,https://zmarz.poznan.pl,jednoosobowe,stacjonarnie,/images/hero-accountant.jpg,https://zmarz.poznan.pl/logo1.gif,,0,no,needs_review,"hero_photo,team_photo,pricing,socials"
polskie-centrum-rachunkowosci,Polskie Centrum Rachunkowości,biuro@polskiecentrumrachunkowosci.pl,https://polskiecentrumrachunkowosci.pl,jednoosobowe,stacjonarnie,/images/hero-accountant.jpg,,,0,no,needs_review,"hero_photo,logo,team_photo,pricing,socials"
hencel-biuro-rachunkowe-poznan,Hencel biuro rachunkowe Poznań,biurohencel@gmail.com,,jednoosobowe,stacjonarnie,/images/hero-accountant.jpg,,,0,no,needs_review,"website,hero_photo,logo,team_photo,pricing,socials"
infakt,inFakt,info@infakt.pl,https://infakt.pl,nieokreslone,stacjonarnie,/images/hero-accountant.jpg,,,0,no,needs_review,"hero_photo,logo,team_photo,team_type,pricing,socials"
kancelaria-rachunkowa-kmn-prestige-spo-ka-z-ograniczona,KANCELARIA RACHUNKOWA KMN PRESTIGE SPÓŁKA Z OGRANICZONĄ,kontakt@kmnprestige.pl,https://kmnprestige.pl,wieloosobowe,stacjonarnie,/images/hero-accountant.jpg,,,0,no,needs_review,"website,hero_photo,logo,team_photo,pricing,socials"
libra-biuro-rachunkowe,Libra Biuro Rachunkowe,libra.biuro@wp.pl,https://librabiuro.pl,nieokreslone,stacjonarnie,/images/hero-accountant.jpg,,,0,no,needs_review,"hero_photo,logo,team_photo,team_type,pricing,socials"
