"additionalInfo/info/Accessibility/0","additionalInfo/info/Accessibility/1","additionalInfo/info/Accessibility/2","additionalInfo/info/Accessibility/3","additionalInfo/info/Amenities/0","additionalInfo/info/Crowd/0","additionalInfo/info/Crowd/1","additionalInfo/info/From the business/0","additionalInfo/info/Parking/0","additionalInfo/info/Parking/1","additionalInfo/info/Planning/0","additionalInfo/info/Planning/1","additionalInfo/info/Service options/0","additionalInfo/info/Service options/1","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","cid","city","country","country_code","country_name","display_rank","gid","isClaimed","language_code","language_name","latitude","longDescription","longitude","name","neighborhood","original_rank","phone","phoneIsd","photo","photoCount","placeId","priceRange","priceRangeText","providerId","rating","reviewCount","searchLocation","searchTerm","shortDescription","social/facebook/0","social/instagram/0","social/linkedin/0","social/twitter/0","social/youtube/0","state","status","street","timestamp","uncertain_emails/0","uncertain_emails/1","uncertain_emails/2","uncertain_emails/3","uncertain_emails/4","uncertain_emails/5","uncertain_emails/6","url","website","website_emails/0","website_emails/1","website_emails/2","website_emails/3","website_emails/4","website_emails/5","website_emails/6","website_emails/7","zip"
,,,,,,,,,,,,,,"Grodziska 37, 60-363 Poznań, Poland","Accounting firm","Bookkeeping service","Business management consultant","Business to business service","Tax consultant",,,,,"16816275155863512957","Poznań","PL","us","United States","22","0x470444c3e5423cdd:0xe95f69286678a77d","Yes","en","English","52.409184499999995","","16.8842012","AWM Zarządzanie Rachunkowością Spółka z o.o.","Grunwald","21","61 662 44 87","+48 61 662 44 87","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerxaM7Jo1cVTVNafWXJatT0tIJOngRshmUuP-2yIOLYc6eT-GG19w3v1xi9vrVrDa-dTh-5LEi-MkQENrvxToG-Yp98QdaijP0Z4I0BPC6r-CkXD3UkpQigldUe8Kww9wRmq38=w1078-h364-k-no","3","nkmoacXJE72mptQPouOWMA","","","/g/1pv1d3c77","5","12","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Grodziska 37","2026-03-04 16:02:54.953499",,,,,,,,"https://google.com/maps?cid=16816275155863512957","https://awmzr.pl",,,,,,,,,"60-363"
,,,,,"Transgender safespace","LGBTQ+ friendly","Identifies as women-owned",,,"Appointment required",,"Onsite services","Online appointments","Wodna 15/11, 61-782 Poznań, Poland","Bookkeeping service","Accounting firm",,,,,,,,"5332473471663867816","Poznań","PL","us","United States","23","0x470445326d487945:0x4a00c05eacb807a8","Yes","en","English","52.4071011","","16.9374729","Kancelaria Usług Księgowych Tyniec & Partnerzy","Stare Miasto","22","883 753 345","+48 883 753 345","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiOJy_e27PsK20YeLGfQbr-9etHrVqzOaWeyF8wsKKN-Ts_lLkrDLTo9Y6s2MW-X7UURAB4dd4YOK3Nl5RGx6cARwOeSN8b2LYsBTUz0KX59hWNLjFeTPTtkpg3RkbJ_7-YyHEvw=w1536-h1030-k-no","16","nkmoacXJE72mptQPouOWMA","","","/g/11j8tj6vcl","5","88","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Wodna 15/11","2026-03-04 16:02:54.953522",,,,,,,,"https://google.com/maps?cid=5332473471663867816","https://kancelariatyniec.pl",,,,,,,,,"61-782"
"Wheelchair accessible seating",,,,,,,,,,,,,,"Wierzbięcice 44a/lok. 40A, 61-568 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service","Financial planner","Tax consultant","Tax preparation","Virtual office rental",,,"17872758480663917601","Poznań","PL","us","United States","24","0x47045b8ab93622ed:0xf808cb24ec52b421","Yes","en","English","52.3940554","","16.921581","TaxCoach Sp. z o.o. Biuro rachunkowe - KSIĘGOWOŚĆ | KADRY | PODATKI | ZARZĄDZANIE FINANSAMI | KONSULTING FINANSOWY","Wilda, Poznań","23","665 553 120","+48 665 553 120","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoblHepPuXioeQbZMkwXrXbL_0FGLABjC1T7IsWlbtH7B1alHwSaukoepwPOX9WX1g-__Fw0xrsMZhY_xMh6xXvum49kZGX2wAAfDXwtuj6w9IVrcAt0m9tolG_MHCh60w21G-l7a9_NcU=w6123-h4082-k-no","8","nkmoacXJE72mptQPouOWMA","","","/g/11j03tzgt6","4.5","77","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Wierzbięcice 44a/lok. 40A","2026-03-04 16:02:54.953538",,,,,,,,"https://google.com/maps?cid=17872758480663917601","https://taxcoach.pl",,,,,,,,,"61-568"
,,,,,,,,,,,,,,"Ptasia 20B, 60-319 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Tax preparation","Tax preparation service",,,,,"7290774711526675184","Poznań","PL","us","United States","25","0x470444c7d01e8cab:0x652e08f8d1f2d2f0","Yes","en","English","52.400826599999995","","16.8576503","G-TAX","Grunwald","24","608 640 562","+48 608 640 562","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo2Qhw8hCpEA98p5SSNTFejYYFNNUXrXJdI1A1B4ASlloNc8oXSGPptIRpEMovQXe1D_oeNSzQmCFXRQ4pyHNvnx7TkC9Nw107eolCasSkOQwexnuQFy4yhM4PG9NHv3WnTjZOh=w3990-h3024-k-no","4","nkmoacXJE72mptQPouOWMA","","","/g/12hnbwjlk","4.9","29","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Ptasia 20B","2026-03-04 16:02:54.953553","info@gtaxfile.com","dol.ctfmla@ct.gov","1099helpdesk@usda.gov",,,,,"https://google.com/maps?cid=7290774711526675184","https://g-tax.pl","biuro@g-tax.pl",,,,,,,,"60-319"
,,,,,,,,"Free parking lot","On-site parking",,,,,"Wilczak 14A/214, 61-623 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Income tax help association","Tax consultant","Tax preparation","Tax preparation service",,,"6886557626039215992","Poznań","PL","us","United States","26","0x47045dacc59919df:0x5f91f7aca1532778","Yes","en","English","52.429733399999996","","16.9512183","Biuro Rachunkowe Poznań - Ingenium Sp. z o.o.","Stare Miasto","25","517 230 852","+48 517 230 852","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCuHxO2rPZkK4BP2xUwZcxF0GDjl_6RD6WHscGVpAeFhaXJKrwmsE0qNFPRh709ejO2tcCN0RQo5z8IMgWCDWh0m8jtndmj8S7yvsuZjzW5B_NfSknmZgpEWBYGO-ycbh5o6e1KbH1HVU=w5712-h4284-k-no","7","nkmoacXJE72mptQPouOWMA","","","/g/11h10fqrlg","5","13","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Wilczak 14A/214","2026-03-04 16:02:54.953568",,,,,,,,"https://google.com/maps?cid=6886557626039215992","https://br-ingenium.pl",,,,,,,,,"61-623"
,,,,,,,,,,,,,,"Powstańców Wielkopolskich 16/921, 61-895 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service",,,,,,,"1853575879745537646","Poznań","PL","us","United States","27","0x47045b46d4980d9d:0x19b939712477066e","Yes","en","English","52.4046494","","16.9215935","Biuro Rachunkowe Merito Poznań","Stare Miasto","26","735 158 813","+48 735 158 813","https://lh3.googleusercontent.com/gps-cs-s/AHVAweohnhKoiUIskTRVDSvL6loNsce6WaD12W43dHHmGoPhzrHDYxBz_T4tTgozbgpIuCIUoplspMAqxcyjcZlD1Sa8a_rzlIHj3cYx7Poe0bPBfjPA1nHWojGFbv717-76Ns34llEgRA=w640-h360-k-no","2","nkmoacXJE72mptQPouOWMA","","","/g/11stqs80vj","4.6","10","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Powstańców Wielkopolskich 16/921","2026-03-04 16:02:54.953582",,,,,,,,"https://google.com/maps?cid=1853575879745537646","https://biuromerito.pl",,,,,,,,,"61-895"
,,,,,,,,,,"Appointment required",,"Onsite services","Online appointments","Jana Henryka Dąbrowskiego 77A, 60-529 Poznań, Poland","Bookkeeping service",,,,,,,,,"12313926761207465157","Poznań","PL","us","United States","28","0x470444b7ccce3c81:0xaae3db25b7f284c5","Yes","en","English","52.413851","","16.9005957","IN.COME Sp. z o. o.","Jeżyce, Poznań","27","660 092 400","+48 660 092 400","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoDofeEPARNu3fTG1bC4g6lQKC7C_isbZ3dpqsOMizW1od-a8nYxk24mFIv5u_R4REoz2ZuokzEJKMmhV_MrRqnffImigR7iefrF25Bj4duigJIAvTRK6IjTUsTaTd0CI9u5OH2=w3024-h4032-k-no","4","nkmoacXJE72mptQPouOWMA","","","/g/11bw1xsrln","4.9","42","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Jana Henryka Dąbrowskiego 77A","2026-03-04 16:02:54.953598","payroll.help.dor@dor.oregon.gov",,,,,,,"https://google.com/maps?cid=12313926761207465157","https://in-come.pl","kancelaria@in-come.pl","bok@neofin.pl",,,,,,,"60-529"
"Wheelchair accessible entrance","Wheelchair accessible parking lot",,,,,,,,,,,,,"os. Bolesława Chrobrego 39/112, 60-681 Poznań, Poland","Accountant",,,,,,,,,"12421868855685055476","Poznań","PL","us","United States","29","0x470443456e46043f:0xac6357e90d9883f4","Yes","en","English","52.445651999999995","","16.915072","Biuro Rachunkowe PIT","Stare Miasto","28","61 822 63 97","+48 61 822 63 97","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepTXFd_H7zMAfhXghPafr26eVFR-NM5vYxooX9vyT9s8g0siBXYllzQYRhQx8RUn3PQv32VQc1Ebg-qi477XUa19zrCFvsjt-xJ2QtrSyBH0mtViaMhFf3BCZu7ibUaxfS0iNo=w5760-h3840-k-no","14","nkmoacXJE72mptQPouOWMA","","","/g/1w3459v4","4.9","31","Poznan, Polska","usługi księgowe","",,,,,,"","Open","os. Bolesława Chrobrego 39/112","2026-03-04 16:02:54.953625","bok@pitbull.pl","kontakt@vbiuro.com","biuro@biuroplus.pl","biuro@pidpolska.pl","biuro@pit-elk.pl","rodo@interbiuro.pl","biuro@fiorentini.com","https://google.com/maps?cid=12421868855685055476","https://pitbiuro.pl","biuro@pitbiuro.pl",,,,,,,,"60-681"
"Wheelchair accessible seating",,,,,,,"Identifies as women-owned",,,,,"Onsite services",,"osiedle Rusa 54/9, 61-245 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service","Tax preparation",,,,,,"1633526891867921110","Poznań","PL","us","United States","30","0x47045b35310e6bc7:0x16ab740da8d5dad6","Yes","en","English","52.391327","","16.9868913","Biuro rachunkowe Poznań Nowoczesne Systemy Finansowe","Nowe Miasto","29","661 660 071","+48 661 660 071","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCyN8MbQdGbiR0x3CUe_2TsT2uVnzBHWacYiPNWUWgWPaODaag7EZb_vd9HPDf1xFsPrHMS61vrivg0gwuEAhVbHlX3xlwzpptIOgi70cWSwruFsot2kx44v32w9yOHJa6sidvpA=w680-h510-k-no","16","nkmoacXJE72mptQPouOWMA","","","/g/1tfghj9r","5","21","Poznan, Polska","usługi księgowe","",,,,,,"","Open","osiedle Rusa 54/9","2026-03-04 16:02:54.953642","media@nsf.gov","info@nsf.gov","certifiedforsport@nsf.org","oise-bsf@nsf.gov","nsf-redzikowo-admin@us.navy.mil",,,"https://google.com/maps?cid=1633526891867921110","https://nsf.com.pl","lukasz.biernat@nsf.com.pl",,,,,,,,"61-245"
,,,,,,,,,,,,,,"Bychawska 17, 61-315 Poznań, Poland","Bookkeeping service",,,,,,,,,"4797716992233208080","Poznań","PL","us","United States","31","0x47045bce7cdde7ef:0x4294ea2f5eea7910","Yes","en","English","52.358714299999995","","16.983213499999998","Biuro Rachunkowe JW","Nowe Miasto","30","665 106 769","+48 665 106 769","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep48d9RqhBbQWaHGuUq8HlwDhYWJLoSdFHgOZg31r29EhWPtZKPtLNnZkSpfJve6-fBqJ_HBKJ2L1WbNJeH3S3fz0lxLmIY2FGoX4JEWPCG4LEjIMpDdvEdrFtpgfUkgYx65vw=w3000-h2000-k-no","2","nkmoacXJE72mptQPouOWMA","","","/g/11sk9xkyvh","5","2","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Bychawska 17","2026-03-04 16:02:54.953668","biuro@brooklyn.pl","cecylia@biurorachunkoweglowacka.pl","biuro@jw-tax.pl","biuro@efkasc.pl",,,,"https://google.com/maps?cid=4797716992233208080","https://biurorachunkowejw.pl","biuro@biurorachunkowejw.pl",,,,,,,,"61-315"
"Wheelchair accessible seating",,,,"Gender-neutral restroom",,,,,,,,,,"Kamiennogórska 7/lok.U3, 60-179 parter, Poland","Accounting firm",,,,,,,,,"10830056555424813151","parter","PL","us","United States","32","0x416539995f297eed:0x964c170e9b7c905f","Yes","en","English","52.391738499999995","","16.8447419","AM Kancelaria Rachunkowa Sp. z o.o.","Grunwald","31","509 060 008","+48 509 060 008","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoZWvvhaTET5OYFyUuS-dkqGTgt6LuCT6HnOdkePDD7gzW3ky4HwxCMdDkUPJ5NGvDcomD2VzbXltJqYN_wKkeWfWW4Og1J-_SVbj4RyLCH-duwTDBQizfDm8WPN2zZ2mzOUa5z=w3024-h4032-k-no","33","nkmoacXJE72mptQPouOWMA","","","/g/11b6s31clh","5","54","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Kamiennogórska 7/lok.U3","2026-03-04 16:02:54.953688",,,,,,,,"https://google.com/maps?cid=10830056555424813151","https://uslugiksiegowepoznan.pl",,,,,,,,,"60-179"
,,,,,,,,,,"Appointments recommended",,,,"Marcelińska 48/2, 60-354 Poznań, Poland","Bookkeeping service","Accountant","Tax attorney",,,,,,,"1027977101111107565","Poznań","PL","us","United States","33","0x470444d01c7aa2f7:0xe441bba1cf69fed","Yes","en","English","52.404368","","16.8818592","Kancelaria Doradcy Podatkowego Anna Cegielska","Grunwald","32","608 849 559","+48 608 849 559","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerzn9S9P-nMmgI0Su93bAXwgNHvLDKXVzniJ2MoGc_818eDww7WchcDA0Nmh5Fb9YBVBZG-LwAJyQj5hJvF6EmJ5SrNkcVXtZM16y81IifImIKgYTDafhxvBsggUNhYTaNGwWLdLQ=w1080-h1920-k-no","2","nkmoacXJE72mptQPouOWMA","","","/g/11bbrgsk32","4.9","83","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Marcelińska 48/2","2026-03-04 16:02:54.953701",,,,,,,,"https://google.com/maps?cid=1027977101111107565","https://acega.pl",,,,,,,,,"60-354"
"Wheelchair accessible parking lot",,,,"Gender-neutral restroom",,,"Identifies as women-owned",,,,,,,"Limanowskiego 21, 60-744 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service",,,,,,,"12709133193309338127","Poznań","PL","us","United States","34","0x47044569417431b1:0xb05fe94dae543a0f","Yes","en","English","52.3974729","","16.8971297","Marta Sowa","Grunwald","33","606 553 563","+48 606 553 563","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBWRjmwmR2Fa14cnx0mnz0hwnsLCfxJOkZthjm9F15NubIgJTueHFUUsYI8I04VcxKOYosdAVQQyIprnsgPm40ZKBCrEbCye-1eKS_HU4UOgU3E3xdvMFBNI8tBq49KqAr8m_ejg=w5472-h3648-k-no","13","nkmoacXJE72mptQPouOWMA","","","/g/11g1s_jxjq","4.7","14","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Limanowskiego 21","2026-03-04 16:02:54.953714",,,,,,,,"https://google.com/maps?cid=12709133193309338127","https://ksiegowa-sowa.pl",,,,,,,,,"60-744"
,,,,,"Transgender safespace","LGBTQ+ friendly","Identifies as women-owned",,,,,,,"Półwiejska 45/4, 61-886 Poznań, Poland","Accounting firm",,,,,,,,,"4923982491761135839","Poznań","PL","us","United States","35","0x47045b892afa2f7f:0x44557ffce5aa50df","Yes","en","English","52.4006191","","16.9282207","Biuro rachunkowe MOLARD","Stare Miasto","34","518 049 002","+48 518 049 002","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerckuLI9tZ4bCGvAHkK3Z7rK-56vw5Zyj2a5Umm4N0PEzAdFRBWBU_SUBqQVHkzO81kzpdb2BWuQeqxEF5mU9MEqBmEmwGogzBIkN9cEpkyLAMtDa1MrIuN8F6W_iqL6yhdtCmI4PkXl8lp=w3064-h4400-k-no","4","nkmoacXJE72mptQPouOWMA","","","/g/11yrdwj6v3","5","1","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Półwiejska 45/4","2026-03-04 16:02:54.953728",,,,,,,,"https://google.com/maps?cid=4923982491761135839","https://molard.pl",,,,,,,,,"61-886"
"Wheelchair accessible restroom","Wheelchair accessible seating","Wheelchair accessible parking lot",,"Gender-neutral restroom",,,"Identifies as women-owned","Paid street parking","Paid parking lot",,,"Onsite services","Online appointments","Ulica Karola Libelta 27/W4, 61-707 Poznań, Poland","Accountant","Accounting firm","Auditor","Bookkeeping service","Certified public accountant","Income tax help association","Occupational safety and health","Tax preparation","Tax preparation service","18080243295856534969","Poznań","PL","us","United States","36","0x47044fa6cbe43b3d:0xfae9ed7bfe2aa5b9","Yes","en","English","52.412055599999995","","16.9187431","SmcTax","Stare Miasto","35","513 669 044","+48 513 669 044","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepc44zygiknX7Jj3Fd5M2YJd8oBSjslvPBy7kY3vwdTg-hPBAF2i9yl1eIKNCTZOi673MWJnXbHYgKMf7JGc8LvbvM3f3LmyMBowvUAZ4SUTLEhoN1xRcbnXwSZnz1ToTGKQTj3Mw=w1024-h682-k-no","34","nkmoacXJE72mptQPouOWMA","","","/g/11stvtmdxg","4.8","17","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Ulica Karola Libelta 27/W4","2026-03-04 16:02:54.953744","schan@smctax.com","taxmaster@smcgov.org","neil@smartaxcorp.com","biuro@smctax.pl","scctax@fin.sccgov.org",,,"https://google.com/maps?cid=18080243295856534969","https://smctax.pl",,,,,,,,,"61-707"
,,,,,,,,,,,,,,"Warszawska 43/116, 61-028 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service",,,,,,,"6568467335891887247","Poznań","PL","us","United States","37","0x47045b89a0983419:0x5b27e23da297a48f","Yes","en","English","52.409628","","16.9668377","HONETT usługi księgowe Donata Kochańska","Nowe Miasto","36","725 486 267","+48 725 486 267","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqoK5yMEwuUO2xw1RIJnKyjj0NHGRb4zwQ2T2hps8LLm4hyM-iDvU8L_yE-SgkmdmzSqhjFSxJNSeLmFRcdwQfkZ9SbECv861Q8yFh9jG_xXHwHdJxvR-x7UGr-SDwn11n2NQc9Kw=w3024-h3024-k-no","4","nkmoacXJE72mptQPouOWMA","","","/g/11nsmf4z8n","5","103","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Warszawska 43/116","2026-03-04 16:02:54.953756",,,,,,,,"https://google.com/maps?cid=6568467335891887247","https://honett.pl",,,,,,,,,"61-028"
,,,,,,,,,,,,,,"27 Grudnia 7E/20, 61-737 Poznań, Poland","Accounting firm",,,,,,,,,"10050168258136036029","Poznań","PL","us","United States","38","0x47045b57448f64a7:0x8b795ec85f1ad2bd","Yes","en","English","52.407823","","16.924342","Biuro Rachunkowe Natalia Wanat","Stare Miasto","37","570 563 275","+48 570 563 275","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSWsUt6TgsJr5O_vIUTfgeOY5CkZ38S4YzmXFFan6ymgY-vjcmPDqF72tTwDb3uREzgVuyfJcVv-UAFsJmyqx48LEkcG296Ca_K8ynQ9clds7CE2turTAYLIl7Br4FFUDDLDg=w3712-h3005-k-no","3","nkmoacXJE72mptQPouOWMA","","","/g/11qbbdrpzp","4.8","22","Poznan, Polska","usługi księgowe","",,,,,,"","Open","27 Grudnia 7E/20","2026-03-04 16:02:54.953768","redakcja@e-mentor.edu.pl",,,,,,,"https://google.com/maps?cid=10050168258136036029","https://ksiegowosc-wanat.com","natalia@ksiegowosc-wanat.com","1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com","8c4075d5481d476e945486754f783364@sentry.io","8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com",,,,,"61-737"
,,,,,,,,,,,,,,"Andersia Business Centre, Pl. Władysława Andersa 7, 61-894 Poznań, Poland","Accounting firm","Insurance agency",,,,,,,,"14543195920835710345","Poznań","PL","us","United States","39","0x471b2b27dad81db7:0xc9d3cfa308528d89","Yes","en","English","52.4005747","","16.9257851","Biuro Rachunkowe PUnKT Sp. z o.o.","Stare Miasto","38","514 533 315","+48 514 533 315","https://lh3.googleusercontent.com/gps-cs-s/AHVAweowEjjp7PxeiTib012_5VbTfB7tc1OwG5wUtpY8JbiOJjz0hi4MXvfKPr_IWLx0PjZJk0ZzQ0pXZrFY2W0MuiT5cFWGGIUEj_lhc4S9S5Vs9Z-PpfCzIdVcg-GPWq-77uks0Fg=w3054-h957-k-no","2","nkmoacXJE72mptQPouOWMA","","","/g/11g9gplzfm","4.6","10","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Andersia Business Centre, Pl. Władysława Andersa 7","2026-03-04 16:02:54.953780",,,,,,,,"https://google.com/maps?cid=14543195920835710345","https://brpunkt.pl",,,,,,,,,"61-894"
,,,,,,,,,,,,,,"Heleny Szafran 1, 60-693 Poznań, Poland","Accounting firm",,,,,,,,,"18098966892402949576","Poznań","PL","us","United States","40","0x4704434f74c6ab01:0xfb2c727f073bbdc8","No","en","English","52.451334599999996","","16.9033591","Zmarz Jolanta. Biuro rachunkowe","Jeżyce, Poznań","39","604 727 527","+48 604 727 527","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nwJNb6N89le5jgT3V0pYXQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=314.96567&pitch=0&thumbfov=100","1","nkmoacXJE72mptQPouOWMA","","","/g/1thzmlqs","4.9","12","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Heleny Szafran 1","2026-03-04 16:02:54.953792",,,,,,,,"https://google.com/maps?cid=18098966892402949576","https://zmarz.poznan.pl",,,,,,,,,"60-693"
,,,,,,,,,,,,,,"Strzelecka 29A/39, 61-846 Poznań, Poland","Accounting firm",,,,,,,,,"11952003219968864486","Poznań","PL","us","United States","41","0xa67da9e496dcfd89:0xa5de0b9aa891b0e6","Yes","en","English","52.402579499999995","","16.934635999999998","KANCELARIA RACHUNKOWA KMN PRESTIGE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Stare Miasto","60","669 787 648","+48 669 787 648","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep7UpJ7zeuVvU63A1C0By9NHocKnroScHVz-oAXhPOeKeQCfkwd2_73IdJJkTsVdDNob-mXlGg5VAtO4EWQcpnB6ETNYTEwxipYqprthzM1ineJK6bHkrlUg5rFuQvKqGk9ePoi=w1170-h1170-k-no","2","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11y3y8snws","5","19","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Strzelecka 29A/39","2026-03-04 16:02:55.038489",,,,,,,,"https://google.com/maps?cid=11952003219968864486","https://kmnprestige.pl",,,,,,,,,"61-846"
"Wheelchair accessible entrance",,,,,,,,,,,,,,"Kutrzeby 16G/133, 61-719 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service",,,,,,,"10589796410946345858","Poznań","PL","us","United States","42","0x47045b4f61792831:0x92f683ba8629db82","Yes","en","English","52.416903899999994","","16.9303047","bras7.pl Biuro Rachunkowe","Stare Miasto","61","61 852 00 77","+48 61 852 00 77","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiXx4MdUmz7oDSHlYVL0bfCG3-9Ujgtajr46Tne4Jta2cfHKG-VaEbRfv4Oq_M1DPDDXcosweyTI4FNLfNZOuRkWVsz7be2k8-UNqsW5H1DoOhMu-Dflon4uI0wsmBzi2vAdLj=w8554-h5702-k-no","11","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/1hc79c05c","4.1","14","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Kutrzeby 16G/133","2026-03-04 16:02:55.038543",,,,,,,,"https://google.com/maps?cid=10589796410946345858","https://bras7.pl",,,,,,,,,"61-719"
"Wheelchair accessible seating","Wheelchair accessible entrance","Wheelchair accessible restroom",,"Gender-neutral restroom","Transgender safespace","LGBTQ+ friendly",,,,,,,,"plac Wolności 18, 61-739 Poznań, Poland","Accounting firm","Bookkeeping service",,,,,,,,"8342484576221328251","Poznań","PL","us","United States","43","0x47045b39cf1ae4a9:0x73c675858dd8f37b","Yes","en","English","52.408489499999995","","16.9278335","PG Partner Gospodarczy | Poznań","Stare Miasto","62","536 169 066","+48 536 169 066","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqx45Kr1O_PME-ojJO73E9CqbCZcbao-mp5FrfFztPmwTPHhPmCS4dfFlmyLOk0F6a4scgRKBbbzTA4yvyEEaqqzCu-jQg7gN2WHRbliDmvhr6Bq-RgZ4A6P7k-WgOi7Po5uU7a=w2048-h1365-k-no","16","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11fy94ws4f","4.7","61","Poznan, Polska","usługi księgowe","",,,,,,"","Open","plac Wolności 18","2026-03-04 16:02:55.038570",,,,,,,,"https://google.com/maps?cid=8342484576221328251","https://partner-gospodarczy.pl",,,,,,,,,"61-739"
,,,,,,,,"Free street parking",,"Appointment required",,"Onsite services","Online appointments","Wojska Polskiego 63A, 62-030 Luboń, Poland","Bookkeeping service","Payroll service",,,,,,,,"17216492688576491466","Luboń","PL","us","United States","44","0x47044fc34f3c738f:0xeeed44e224b62fca","Yes","en","English","52.342300099999996","","16.8605068","Biuro Rachunkowe MK Pawłowscy","Żabikowo","63","797 552 146","+48 797 552 146","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQHkHizdvoSmy5npEK4g4mjYsmxQJWfnzKWDsKv6-y5dfpgwJHFt-FjlrXwgrkCA98xKIGMy-RmosurCXBMLqDEiJoGQyPi69SBedUeF5kfFN6t55bvxQz4Co56YPt6S_m4OI1=w9503-h3322-k-no","6","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11jykgdfh8","5","28","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Wojska Polskiego 63A","2026-03-04 16:02:55.038595","jandrade@mkmarlow.com",,,,,,,"https://google.com/maps?cid=17216492688576491466","https://mkpawlowscy.com","biuromkpawlowscy@gmail.com",,,,,,,,"62-030"
,,,,,,,,,,,,,,"Składowa 5B, 61-888 Poznań, Poland","Accounting firm",,,,,,,,,"9690600534279627676","Poznań","PL","us","United States","45","0x47045bc61a9c372d:0x867bedd7c9f2a39c","Yes","en","English","52.405685999999996","","16.91535","Biuro Rachunkowe Poznań","Stare Miasto","64","609 776 899","+48 609 776 899","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7Z6rzLRdvMhfweqZV5UXTA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=342.28064&pitch=0&thumbfov=100","1","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11s5zdh427",,"0","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Składowa 5B","2026-03-04 16:02:55.038634",,,,,,,,"https://google.com/maps?cid=9690600534279627676","https://biurorachunkowepoznan.org",,,,,,,,,"61-888"
