"additionalInfo/info/Accessibility/0","additionalInfo/info/Accessibility/1","additionalInfo/info/Accessibility/2","additionalInfo/info/Accessibility/3","additionalInfo/info/Amenities/0","additionalInfo/info/Crowd/0","additionalInfo/info/Crowd/1","additionalInfo/info/From the business/0","additionalInfo/info/Parking/0","additionalInfo/info/Parking/1","additionalInfo/info/Planning/0","additionalInfo/info/Planning/1","additionalInfo/info/Service options/0","additionalInfo/info/Service options/1","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","cid","city","country","country_code","country_name","display_rank","gid","isClaimed","language_code","language_name","latitude","longDescription","longitude","name","neighborhood","original_rank","phone","phoneIsd","photo","photoCount","placeId","priceRange","priceRangeText","providerId","rating","reviewCount","searchLocation","searchTerm","shortDescription","social/facebook/0","social/instagram/0","social/linkedin/0","social/twitter/0","social/youtube/0","state","status","street","timestamp","uncertain_emails/0","uncertain_emails/1","uncertain_emails/2","uncertain_emails/3","uncertain_emails/4","uncertain_emails/5","uncertain_emails/6","url","website","website_emails/0","website_emails/1","website_emails/2","website_emails/3","website_emails/4","website_emails/5","website_emails/6","zip"
"Wheelchair accessible entrance","Wheelchair accessible parking lot",,,,,,,,,,,,,"Święty Marcin 29/8, 61-806 Poznań, Poland","Accountant","Accounting firm","Auditor","Bookkeeping service","Business to business service","Income tax help association","Tax consultant","Tax preparation","Tax preparation service","6368642601112662508","Poznań","PL","us","United States","23","0x470445ec0c3a579d:0x5861f6b404bd71ec","Yes","en","English","52.4060808","","16.9259241","Biuro rachunkowe ATP","Stare Miasto","2","604 087 850","+48 604 087 850","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepK7SBrV-NfPdLVE1-Pz8DMV5Z_NSGpF0vd-YQL6_DHMCOJKaF0RbHJr07nH0T8fnyuXmEFs46eAigeAPbUNtd92Y3tCGszUhtEWonQ9VTKCTXK16-doS0shTjt22ybZhC2nD0V=w6240-h4160-k-no","18","yU-oadvoCPPaptQP_aXygQE","","","/g/11jfrmd0ft","4.9","54","Poznan, Polska","księgowość","",,,,,,"","Open","Święty Marcin 29/8","2026-03-04 16:29:13.911723",,,,,,,,"https://google.com/maps?cid=6368642601112662508","https://atpksiegowosc.pl",,,,,,,,"61-806"
"Wheelchair accessible entrance","Wheelchair accessible parking lot",,,,"Transgender safespace","LGBTQ+ friendly","Identifies as women-owned","Free parking lot","Free street parking","Appointment required","Appointments recommended","Onsite services","Online appointments","Grunwaldzka 112, 60-308 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Certified public accountant","Tax consultant","Tax preparation",,,,"6574154923815419146","Poznań","PL","us","United States","24","0x4704451fd29678fd:0x5b3c171264673d0a","Yes","en","English","52.395748","","16.8647554","Biuro Rachunkowe Poznań ""KZ""","Grunwald","3","61 291 71 98","+48 61 291 71 98","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2n3Ly8O7SAwuKfC3ECTc_hFGdG6sTYqisITUqDh309dh1kCKlKS0K6a03kBLurzV-tstLHMVXFtq_YMzs7PT555-PT_rovJ8fw98GBVjpXjiCkcXKoDfKsKN_2BOZPSaenMJTFmyzeygt=w1224-h836-k-no","444","yU-oadvoCPPaptQP_aXygQE","","","/g/1td3k8z3","5","107","Poznan, Polska","księgowość","",,,,,,"","Open","Grunwaldzka 112","2026-03-04 16:29:13.911757",,,,,,,,"https://google.com/maps?cid=6574154923815419146","https://brkz.pl",,,,,,,,"60-308"
"Wheelchair accessible entrance","Wheelchair accessible parking lot",,,,,,"Identifies as women-owned",,,,,,,"Promienista 62/4, 60-289 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Tax preparation","Tax preparation service",,,,,"1740941729263870881","Poznań","PL","us","United States","25","0x470445dacd83c5c5:0x18291147636d63a1","Yes","en","English","52.393338299999996","","16.878939199999998","Biuro Rachunkowe Value Business - Księgowość","Grunwald","4","784 920 193","+48 784 920 193","https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7nA4OqNz_cULsH7bcMWeJPCs9MqFEk-smAcMWIxho7sOaf77rAoOkgGPQ6wbQFsgG0NDuVyQ8HtoW3NCjqiP6Ftu_2wT80lrO9EgCm5iWwg0LoAJjQOcJVDO6eKVaLPqFHo24=w3260-h2777-k-no","17","yU-oadvoCPPaptQP_aXygQE","","","/g/11gxwr2152","4.9","67","Poznan, Polska","księgowość","","https://www.facebook.com/sharer.php?u=https%3a%2f%2fwww.valuebusiness.pl%2fco-zyskujesz%2f",,,"https://twitter.com/intent/tweet?text=co%20zyskujesz%20?&#038;url=https%3a%2f%2fwww.valuebusiness.pl%2fco-zyskujesz%2f",,"","Open","Promienista 62/4","2026-03-04 16:29:13.911783","vendorregistration@heathtx.com","accountspayable@heathtx.com","security@ovic.vic.gov.au","info@hyattsville.org",,,,"https://google.com/maps?cid=1740941729263870881","https://valuebusiness.pl","biuro@valuebusiness.pl",,,,,,,"60-289"
,,,,,,,,"Free parking lot",,"Appointment required",,"Onsite services","Online appointments","Pamiątkowa 2/35, 61-512 Poznań, Poland","Accountant","Financial consultant","Social security office",,,,,,,"18237214621578844101","Poznań","PL","us","United States","26","0x47045b25afd7d1dd:0xfd179a12cbc457c5","Yes","en","English","52.3870054","","16.9131459","Spectrum Biuro Rachunkowe","Wilda, Poznań","5","519 642 268","+48 519 642 268","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoU8NKiEcdezyHVi5DOotJHDPkWhAGN4rDHil3dk4y59h8b5XI9oo9wurUOcuGsmjQxxJXndizM0bcG2xt4H-8k7ol8Uw7WmL8gWu2E_8IaXHMuMAPwhhknUeqmyNS0fQRf8i9I=w5704-h3808-k-no","6","yU-oadvoCPPaptQP_aXygQE","","","/g/1tcvsk99","4.7","24","Poznan, Polska","księgowość","",,,,,,"","Open","Pamiątkowa 2/35","2026-03-04 16:29:13.911806",,,,,,,,"https://google.com/maps?cid=18237214621578844101","https://biuro-spectrum.pl",,,,,,,,"61-512"
"Wheelchair accessible seating","Wheelchair accessible restroom",,,"Gender-neutral restroom","Transgender safespace","LGBTQ+ friendly",,,,,,,,"Strzelecka 29A, 61-846 Poznań, Poland","Accounting firm",,,,,,,,,"14346577789574688851","Poznań","PL","us","United States","27","0x47045bad8fb93769:0xc719487cfa1bb053","Yes","en","English","52.402579499999995","","16.934635999999998","Biuro Rachunkowe BRKM","Stare Miasto","6","604 179 541","+48 604 179 541","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QNB2njeVVvisd8qwPu_h0g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=352.2942&pitch=0&thumbfov=100","1","yU-oadvoCPPaptQP_aXygQE","","","/g/11v003dhct","4.9","58","Poznan, Polska","księgowość","",,,,,,"","Open","Strzelecka 29A","2026-03-04 16:29:13.911831",,,,,,,,"https://google.com/maps?cid=14346577789574688851","https://brkm.com.pl",,,,,,,,"61-846"
,,,,,,,,,,,,,,"Przelot 76, 60-408 Poznań, Poland","Accountant","Accounting firm","Payroll service","Tax consultant",,,,,,"13602743944121307445","Poznań","PL","us","United States","28","0x4704448af91d0c2b:0xbcc6a78bf7f25135","Yes","en","English","52.4221844","","16.8558678","Biuro Rachunkowe Poznań Jóźwicki & Partners","Jeżyce, Poznań","7","61 845 37 80","+48 61 845 37 80","https://lh3.googleusercontent.com/gps-cs-s/AHVAwereuCqCUHR1o6nnQdQdwjXQ2ktwroP4KI7RgsD6JD-qLR7RTLyPlLz5k6iUv3Fx4j6ovZKLff3ZwwOtwGLxezGMn2DoEBkGuzVK7jXWNu-D_cLF9jKlUWHyzrndWxp296bKwG17NQ=w1896-h3191-k-no","20","yU-oadvoCPPaptQP_aXygQE","","","/g/11gg6bzs7q","4.8","36","Poznan, Polska","księgowość","",,,,,,"","Open","Przelot 76","2026-03-04 16:29:13.911851",,,,,,,,"https://google.com/maps?cid=13602743944121307445","https://mjn-jozwicki.pl",,,,,,,,"60-408"
"Wheelchair accessible entrance",,,,,,,"Identifies as women-owned","Free street parking",,,,,,"Skawińska 40, 61-333 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Certified public accountant","Tax preparation service",,,,,"5130588311811740684","Poznań","PL","us","United States","29","0x47044546264850a1:0x473382e2f64f540c","Yes","en","English","52.3397213","","16.928699599999998","Biuro Rachunkowe Wera","Nowe Miasto","8","783 015 011","+48 783 015 011","https://lh3.googleusercontent.com/gps-cs-s/AHVAweonyFZz2BpwDy70Wk2_665bFzLrG8pyezpTkbumoYoC_2_BmRughoih1LNq_ISloEwgIxGkGjyQ9fh_RSVx9wFOaun_9zFaJX3pLxpg-izKWZAQ6yRMbdvRf_GP3bIJ5b3j_tzv=w512-h512-k-no","4","yU-oadvoCPPaptQP_aXygQE","","","/g/11y1s4wcb","4.8","21","Poznan, Polska","księgowość","","https://facebook.com/biuro.rachunkowe.poznan",,,"https://twitter.com/biurowera",,"","Open","Skawińska 40","2026-03-04 16:29:13.911875","contact@hurtowniawera.com","sklep@hurtowniawera.pl","poland.support@digikey.com",,,,,"https://google.com/maps?cid=5130588311811740684","https://wera360.pl",,,,,,,,"61-333"
,,,,,,,,,,"Appointment required",,"Onsite services","Online appointments","Jana Henryka Dąbrowskiego 77A, 60-529 Poznań, Poland","Bookkeeping service",,,,,,,,,"12313926761207465157","Poznań","PL","us","United States","30","0x470444b7ccce3c81:0xaae3db25b7f284c5","Yes","en","English","52.413851","","16.9005957","IN.COME Sp. z o. o.","Jeżyce, Poznań","9","660 092 400","+48 660 092 400","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoDofeEPARNu3fTG1bC4g6lQKC7C_isbZ3dpqsOMizW1od-a8nYxk24mFIv5u_R4REoz2ZuokzEJKMmhV_MrRqnffImigR7iefrF25Bj4duigJIAvTRK6IjTUsTaTd0CI9u5OH2=w3024-h4032-k-no","4","yU-oadvoCPPaptQP_aXygQE","","","/g/11bw1xsrln","4.9","42","Poznan, Polska","księgowość","",,,,,,"","Open","Jana Henryka Dąbrowskiego 77A","2026-03-04 16:29:13.911898",,,,,,,,"https://google.com/maps?cid=12313926761207465157","https://in-come.pl",,,,,,,,"60-529"
"Wheelchair accessible parking lot",,,,,,,,,,,,"Onsite services","Online appointments","Mławska 11, 60-461 Poznań, Poland","Bookkeeping service","Accountant","Tax preparation",,,,,,,"191621486762362956","Poznań","PL","us","United States","31","0x4704439394a8946b:0x2a8c6ba19cd884c","Yes","en","English","52.4582329","","16.8481892","Biuro Rachunkowe - Podatkowe Zacisze","Jeżyce, Poznań","10","500 276 004","+48 500 276 004","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerQhTsk4a3oh8VlA5Q3NGVgjKjfFuCma1OrNuvXGP652v7MeAfEbSeEZoZ1oc5jmOu3srMPfbShpwVrLdujbX7Ss5q27vDYImzbIetklF56BRem0cCXp5RXA1-Z7eqj8UBuZ_I=w500-h500-k-no","2","yU-oadvoCPPaptQP_aXygQE","","","/g/1trts__h","5","41","Poznan, Polska","księgowość","",,,,,,"","Open","Mławska 11","2026-03-04 16:29:13.911916","marek.karasiewicz@kttax.pl","office@taxservices.pl","kancelaria@mf.gov.pl",,,,,"https://google.com/maps?cid=191621486762362956","https://podatkowezacisze.pl","biuro@podatkowezacisze.pl",,,,,,,"60-461"
,,,,,,,"Identifies as women-owned",,,,,"Onsite services","Online appointments","Międzychodzka 2/8, 60-371 Poznań, Poland","Bookkeeping service",,,,,,,,,"4808026243770998178","Poznań","PL","us","United States","32","0x2ba12d93a5b8b375:0x42b98a650ab9dda2","Yes","en","English","52.4048241","","16.878209599999998","Biuro Rachunkowe MS Monika Stefaniak Poznań","Grunwald","11","503 553 249","+48 503 553 249","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrdPELjUubmkTbZRbBJdxf-ehyRq1dORHcUncr2OuvmfzxEvuSAsTTS3DRGGGNHG2gAOoPh5PZXINMHxXzREDz__dXUZbnWZQi6DxocoDDOtwcBElGzWPNBumwyZL_C6fV9kss=w1200-h1041-k-no","4","yU-oadvoCPPaptQP_aXygQE","","","/g/11x1xx826t","5","31","Poznan, Polska","księgowość","",,,,,,"","Open","Międzychodzka 2/8","2026-03-04 16:29:13.911938",,,,,,,,"https://google.com/maps?cid=4808026243770998178","https://biurorachunkowems.pl",,,,,,,,"60-371"
,,,,,,,"Identifies as women-owned",,,,,,,"Naramowicka 152a, 61-619 Poznań, Poland","Accountant","Accounting firm",,,,,,,,"5050865965191306283","Poznań","PL","us","United States","33","0x47045d1827e6b30b:0x461847d5af569c2b","No","en","English","52.4468621","","16.9478082","JP Joanna Niedworok-Nowak","Stare Miasto","12","609 804 676","+48 609 804 676","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FabPOnEiWPHg4eO_mbx4Gw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=99.85184&pitch=0&thumbfov=100","1","yU-oadvoCPPaptQP_aXygQE","","","/g/11h5_vhvwm","4.8","16","Poznan, Polska","księgowość","",,,,,,"","Open","Naramowicka 152a","2026-03-04 16:29:13.911955",,,,,,,,"https://google.com/maps?cid=5050865965191306283","https://ibiurorachunkowe.net","biuro@ibiurorachunkowe.net",,,,,,,"61-619"
"Wheelchair accessible entrance","Wheelchair accessible parking lot",,,,,,,,,,,,,"Wenecjańska 7/1, 61-101 Poznań, Poland","Accountant","Bookkeeping service","Certified public accountant","Tax preparation service",,,,,,"3380768443300021004","Poznań","PL","us","United States","34","0x47045b4ad5392341:0x2eeae6fcb2bf830c","Yes","en","English","52.4092013","","16.941486299999998","Kancelaria Rachunkowa Denarius Sp. z o.o.","Stare Miasto","13","797 590 205","+48 797 590 205","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfOrUd25h5clSS_qDcIm4qWZ-xAZTCXi1WEHH33HUQoWvkA7lef9AtLBZLL_Xi_umCK6P3atgRelU_P_Kx9eOHT-AMRk9LA9JTC6OxCMOODO3FDeAMkfALyauIyuTgwi8qFrpb=w3024-h4032-k-no","5","yU-oadvoCPPaptQP_aXygQE","","","/g/1pp2txvw3","4.9","33","Poznan, Polska","księgowość","",,,,,,"","Open","Wenecjańska 7/1","2026-03-04 16:29:13.911982",,,,,,,,"https://google.com/maps?cid=3380768443300021004","https://denarius.com.pl",,,,,,,,"61-101"
"Wheelchair accessible seating",,,,"Gender-neutral restroom","Transgender safespace","LGBTQ+ friendly",,,,,,"Onsite services","Online appointments","Piekary 19/lok. 201, 61-823 Poznań, Poland","Tax preparation service",,,,,,,,,"6301119467730893576","Poznań","PL","us","United States","35","0x47045b8a6263545b:0x577212c56965fb08","Yes","en","English","52.405134999999994","","16.9271522","Taxeo Accounting Office Poznań - Accounting Poznań","Stare Miasto","14","22 382 58 00","+48 22 382 58 00","https://lh3.googleusercontent.com/gps-cs-s/AHVAwertSUBxlNFW75odro3e-XpifmqbJvla4IIo5r_Shuk6Q3Gh5lZznbpC5931S8zBE_p_y-cnhZ1sq7I5uXHFsdVHD0yxWsIaICehmpiBd8TI-pMdx_M_atJWtugVCTIxmylgky37=w588-h453-k-no","17","yU-oadvoCPPaptQP_aXygQE","","","/g/11vsd1x5nb","5","22","Poznan, Polska","księgowość","",,,,,,"","Open","Piekary 19/lok. 201","2026-03-04 16:29:13.912010",,,,,,,,"https://google.com/maps?cid=6301119467730893576","https://gdansk.taxeo.pl",,,,,,,,"61-823"
"Wheelchair accessible entrance","Wheelchair accessible restroom",,,"Gender-neutral restroom",,,"Identifies as women-owned",,,,,"Onsite services",,"Bogusławskiego 30/5, 60-214 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Chartered accountant","Tax preparation",,,,,"15065432835462475823","Poznań","PL","us","United States","36","0x470444d5f5a35a8f:0xd1132b58013f302f","Yes","en","English","52.392402999999995","","16.8928109","AK-PLUS Biuro Rachunkowe Anna Klupczyńska","Grunwald","15","601 781 634","+48 601 781 634","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqrtpTRp1bi0QaQmiqT9ValBYhtmfiNIgrL-HAPWbWLxQH3q7ZIexjqBezw2AXWDTWQu-J_UuvIrfJgLPJCLPcPTOr7grH7a8Rcz9yyKcdIhVXxw6b5JGo-XChBV3OZNMiN_ks=w5664-h4248-k-no","10","yU-oadvoCPPaptQP_aXygQE","","","/g/11hzm2lg1h","4.1","10","Poznan, Polska","księgowość","",,,,,,"","Open","Bogusławskiego 30/5","2026-03-04 16:29:13.912031",,,,,,,,"https://google.com/maps?cid=15065432835462475823","https://biurorachunkowe-poznan.eu",,,,,,,,"60-214"
,,,,,,,,,,,,,,"Szkolna 5/18, 61-832 Poznań, Poland","Accounting firm",,,,,,,,,"16647423895022108182","Poznań","PL","us","United States","37","0x47045bf96cae545f:0xe70787d4a8247e16","Yes","en","English","52.4069374","","16.9322431","Biuro Rachunkowe TAXO","Stare Miasto","16","61 307 01 77","+48 61 307 01 77","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepp5BUM8kQEd8skhTbOZtvRZSMVOJzaGxMgMHdw236lxJArVGmSsUV32hlDrzndK3blokoQ_i-db2Hj0ah3ShFsHwY35CgkWHfkAfG0PCUoZPPV3KfY_uIESwcqsykboBEky8qycYP0i2sA=w1155-h732-k-no","8","yU-oadvoCPPaptQP_aXygQE","","","/g/11f5q8yr6r","4.8","125","Poznan, Polska","księgowość","",,,,,,"","Open","Szkolna 5/18","2026-03-04 16:29:13.912051",,,,,,,,"https://google.com/maps?cid=16647423895022108182","https://taxo-acc.pl",,,,,,,,"61-832"
,,,,,"Transgender safespace","LGBTQ+ friendly","Identifies as women-owned",,,"Appointment required",,"Onsite services","Online appointments","Wodna 15/11, 61-782 Poznań, Poland","Bookkeeping service","Accounting firm",,,,,,,,"5332473471663867816","Poznań","PL","us","United States","38","0x470445326d487945:0x4a00c05eacb807a8","Yes","en","English","52.4071011","","16.9374729","Kancelaria Usług Księgowych Tyniec & Partnerzy","Stare Miasto","17","883 753 345","+48 883 753 345","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiOJy_e27PsK20YeLGfQbr-9etHrVqzOaWeyF8wsKKN-Ts_lLkrDLTo9Y6s2MW-X7UURAB4dd4YOK3Nl5RGx6cARwOeSN8b2LYsBTUz0KX59hWNLjFeTPTtkpg3RkbJ_7-YyHEvw=w1536-h1030-k-no","16","yU-oadvoCPPaptQP_aXygQE","","","/g/11j8tj6vcl","5","88","Poznan, Polska","księgowość","",,,,,,"","Open","Wodna 15/11","2026-03-04 16:29:13.912071",,,,,,,,"https://google.com/maps?cid=5332473471663867816","https://kancelariatyniec.pl",,,,,,,,"61-782"
"Wheelchair accessible seating",,,,,,,,,,,,,,"Wierzbięcice 44a/lok. 40A, 61-568 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Financial planner","Tax consultant","Tax preparation","Virtual office rental",,,"17872758480663917601","Poznań","PL","us","United States","39","0x47045b8ab93622ed:0xf808cb24ec52b421","Yes","en","English","52.3940554","","16.921581","TaxCoach Sp. z o.o. Biuro rachunkowe - KSIĘGOWOŚĆ | KADRY | PODATKI | ZARZĄDZANIE FINANSAMI | KONSULTING FINANSOWY","Wilda, Poznań","18","665 553 120","+48 665 553 120","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoblHepPuXioeQbZMkwXrXbL_0FGLABjC1T7IsWlbtH7B1alHwSaukoepwPOX9WX1g-__Fw0xrsMZhY_xMh6xXvum49kZGX2wAAfDXwtuj6w9IVrcAt0m9tolG_MHCh60w21G-l7a9_NcU=w6123-h4082-k-no","8","yU-oadvoCPPaptQP_aXygQE","","","/g/11j03tzgt6","4.5","77","Poznan, Polska","księgowość","",,,,,,"","Open","Wierzbięcice 44a/lok. 40A","2026-03-04 16:29:13.912089",,,,,,,,"https://google.com/maps?cid=17872758480663917601","https://taxcoach.pl",,,,,,,,"61-568"
"Wheelchair accessible seating","Wheelchair accessible entrance","Wheelchair accessible restroom",,"Gender-neutral restroom","Transgender safespace","LGBTQ+ friendly","Identifies as women-owned","Paid parking lot",,,,"Onsite services",,"Centrum Biurowe, Winogrady, Gronowa 22/117, 61-655 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Income tax help association","Tax preparation","Tax preparation service",,,,"4340081207709606124","Poznań","PL","us","United States","40","0x470444aad5999ae7:0x3c3b10dd19e120ec","Yes","en","English","52.430121199999995","","16.9345206","Business Profit Biuro Rachunkowe","Stare Miasto","19","663 944 465","+48 663 944 465","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq16JLbmfINF5zG4UZ4POwARX5TCaR4wQoJRhv2ggkugcNa_sULj818d5yCLsTEokinp-blZiWpyQ4nGMR3I2No8D-vee-NM7_2-FNpiFYqPaf5g5lX9w_s-OQwT3-OPBGBO8s=w960-h796-k-no","8","yU-oadvoCPPaptQP_aXygQE","","","/g/11b6jk3hgt","5","43","Poznan, Polska","księgowość","","https://www.facebook.com/biuro.profit.poznan/",,,,,"","Open","Centrum Biurowe, Winogrady, Gronowa 22/117","2026-03-04 16:29:13.912112","admin@eacd.org","honorata@amu.edu.pldominika","wojciech.rosikiewicz@stjude.org",,,,,"https://google.com/maps?cid=4340081207709606124","https://profit-poznan.pl","biuro@profit-poznan.pl",,,,,,,"61-655"
"Wheelchair accessible entrance",,,,"Gender-neutral restroom",,,"Identifies as women-owned",,,,,"Onsite services",,"Perzycka 22, 60-182 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Legal services","Tax consultant","Tax preparation","Tax preparation service",,,"12775354338054249193","Poznań","PL","us","United States","41","0x47044448e60d6e55:0xb14b2d156f781ae9","Yes","en","English","52.411921199999995","","16.8187704","Taxodus Biuro Księgowe Poznań Ławica Biuro Rachunkowe - Księgowość Kadry i Płace","Grunwald","21","537 700 174","+48 537 700 174","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqt4deCLpWyjA-qz-vhzt-NQQGrYrMog5-dgHzODgM7zE0tHTzDfzkiepUcDs_2S5_J-KRejc4e9Vm5uCwAq35RmHGlJuQSX85wq2WJROZYw7Ad5SZ0XIYYh_EZpjqlhm1YSA=w2121-h1414-k-no","15","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/11ckqn8_n4","4.9","31","Poznan, Polska","księgowość","",,,,,,"","Open","Perzycka 22","2026-03-04 16:29:13.955025","sekretariat@taxodus.pl",,,,,,,"https://google.com/maps?cid=12775354338054249193","https://taxodus.pl",,,,,,,,"60-182"
"Wheelchair accessible seating",,,,"Gender-neutral restroom","Transgender safespace","LGBTQ+ friendly","Identifies as women-owned","Paid street parking",,,,"Onsite services",,"Przemysłowa 46A/6U, 61-541 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Business to business service","Payroll service",,,,,"15581496695228065283","Poznań","PL","us","United States","42","0x47045b2665b149db:0xd83c98b0a3fde603","Yes","en","English","52.395914499999996","","16.9183383","Biuro Rachunkowe EKONOMIK","Wilda, Poznań","23","602 330 036","+48 602 330 036","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZA4FH3Vl-kSGG2_TUbrozvW3Dpm2W8sXocQK9i3owcWAQ9w7bcXTD5VOpCQhaxNuQO2D3CGoLwUun1nhvenrsr-qoWqRaCovxCfy41nMI_17u9174bfO1xOCYlY3Tn_JQD3xlZaBOtOA=w1600-h1200-k-no","4","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/1tdz3j7h","4.9","37","Poznan, Polska","księgowość","","https://www.facebook.com/people/ekonomik-biuro-rachunkowe/61578006587125/#","https://www.instagram.com/ekonomikbiurorachunkowe/",,,"https://www.youtube.com/channel/ucqdi4dm-zwterxe0ofifb2q","","Open","Przemysłowa 46A/6U","2026-03-04 16:29:13.955068","katarzyna.suminska@macmillan.pl","sekretariat@wsei.lublin.pl",,,,,,"https://google.com/maps?cid=15581496695228065283","https://ekonomiksc.pl","biuro@ekonomiksc.pl",,,,,,,"61-541"
"Wheelchair accessible seating",,,,"Gender-neutral restroom",,,,,,,,,,"Kamiennogórska 7/lok.U3, 60-179 parter, Poland","Accounting firm",,,,,,,,,"10830056555424813151","parter","PL","us","United States","43","0x416539995f297eed:0x964c170e9b7c905f","Yes","en","English","52.391738499999995","","16.8447419","AM Kancelaria Rachunkowa Sp. z o.o.","Grunwald","24","509 060 008","+48 509 060 008","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep1bAqsSjb4p4W2L3MLeqvHWqaLNwKzx8hIr4J1pGXqDInZ5d8oSKJdSrDBOeQAS0iTM_DdTV3e_T9wGoJmyVJSsuoMgUmc4xbrqKTnVmtyotmngyu2romGDJs2XdMrM1Ub4i4=w3024-h4032-k-no","33","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/11b6s31clh","5","54","Poznan, Polska","księgowość","",,,,,,"","Open","Kamiennogórska 7/lok.U3","2026-03-04 16:29:13.955084",,,,,,,,"https://google.com/maps?cid=10830056555424813151","https://uslugiksiegowepoznan.pl",,,,,,,,"60-179"
"Wheelchair accessible parking lot",,,,"Gender-neutral restroom",,,"Identifies as women-owned",,,,,,,"Limanowskiego 21, 60-744 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service",,,,,,,"12709133193309338127","Poznań","PL","us","United States","44","0x47044569417431b1:0xb05fe94dae543a0f","Yes","en","English","52.3974729","","16.8971297","Marta Sowa","Grunwald","25","606 553 563","+48 606 553 563","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6TGLf2_nLkXiABG-PJ-aA0lf7DjdRLB2XngeHCAuzSmDec4sqVHW-SY7kUrxC3iWk1AEc_3aL1A244fNWhumPWO3CtCvQxDoYF_VeIeoKohqkH1Pc_jUJHc8q7eZ6xyHQL9a2=w8688-h5792-k-no","13","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/11g1s_jxjq","4.7","14","Poznan, Polska","księgowość","",,,,,,"","Open","Limanowskiego 21","2026-03-04 16:29:13.955098",,,,,,,,"https://google.com/maps?cid=12709133193309338127","https://ksiegowa-sowa.pl",,,,,,,,"60-744"
"Wheelchair accessible restroom","Wheelchair accessible seating","Wheelchair accessible parking lot",,"Gender-neutral restroom",,,"Identifies as women-owned","Paid street parking","Paid parking lot",,,"Onsite services","Online appointments","Ulica Karola Libelta 27/W4, 61-707 Poznań, Poland","Accountant","Accounting firm","Auditor","Bookkeeping service","Certified public accountant","Income tax help association","Occupational safety and health","Tax preparation","Tax preparation service","18080243295856534969","Poznań","PL","us","United States","45","0x47044fa6cbe43b3d:0xfae9ed7bfe2aa5b9","Yes","en","English","52.412055599999995","","16.9187431","SmcTax","Stare Miasto","26","513 669 044","+48 513 669 044","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepc44zygiknX7Jj3Fd5M2YJd8oBSjslvPBy7kY3vwdTg-hPBAF2i9yl1eIKNCTZOi673MWJnXbHYgKMf7JGc8LvbvM3f3LmyMBowvUAZ4SUTLEhoN1xRcbnXwSZnz1ToTGKQTj3Mw=w1024-h682-k-no","34","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/11stvtmdxg","4.8","17","Poznan, Polska","księgowość","",,,,,,"","Open","Ulica Karola Libelta 27/W4","2026-03-04 16:29:13.955115","schan@smctax.com","taxmaster@smcgov.org","neil@smartaxcorp.com","biuro@smctax.pl","scctax@fin.sccgov.org",,,"https://google.com/maps?cid=18080243295856534969","https://smctax.pl",,,,,,,,"61-707"
